gini(a$n),year
0.5794628963191013,1996
0.4739898207413411,1997
0.3199982721433684,1998
0.2667532784755309,1999
0.20586876180623725,2000
0.14981212285864487,2001
0.15140977645798814,2002
0.1443117281129601,2003
0.14921330746780592,2004
0.15009027979197587,2005
0.15829650912873638,2006
0.1344898229058764,2007
0.13202412672442365,2008
0.13382062536483708,2009
0.12983708481245282,2010
0.12732755047152622,2011
0.12928747500521087,2012
