LAD21CD,LAD21NM,estimate,r2,std.error,fast
S12000030,Stirling,2001.8631277448167,0.9570055004639233,0.2921359804096677,fast
S12000033,Aberdeen City,2005.2591714760536,0.9096372745363562,1.7259227148050957,slow
S12000034,Aberdeenshire,2001.2434529734726,0.9464217951379582,0.28007364257522693,fast
S12000035,Argyll and Bute,2002.003070748549,0.953565395257633,0.3035157671648866,fast
S12000036,City of Edinburgh,2001.635056646533,0.9528834053475623,0.2849841619121909,fast
S12000038,Renfrewshire,2002.0510967902903,0.956430650545935,0.28892983653529763,fast
S12000039,West Dunbartonshire,NA,NA,NA,NA
S12000040,West Lothian,2001.7835841752574,0.9293725794887067,0.33586853088323315,fast
S12000041,Angus,2001.4811265175315,0.9386844916925646,0.3033936692755478,fast
S12000042,Dundee City,2002.2184845976722,0.9790093001059568,0.21175487835784834,fast
S12000045,East Dunbartonshire,2001.2945170313333,0.9696633474231858,0.1737462198676748,fast
S12000047,Fife,2001.6236950184034,0.9696782714195805,0.21762460929905378,fast
S12000048,Perth and Kinross,2001.588505830048,0.9628878265512747,0.22604897032899202,fast
S12000049,Glasgow City,2002.0190983880839,0.9590138549530163,0.30969971223561743,fast
S12000050,North Lanarkshire,2001.5812980965304,0.925059352099006,0.3430811932583566,fast
W06000001,Isle of Anglesey,2003.835814695337,0.9259014442244501,0.7317383537523404,slow
W06000002,Gwynedd,2002.4596225414082,0.9358812775187737,0.4672082265341539,slow
W06000003,Conwy,2002.610147387472,0.9680773953163828,0.31370219936245647,slow
W06000004,Denbighshire,2002.753900569492,0.9485521861088637,0.4147935170458263,slow
W06000005,Flintshire,2003.4992972832065,0.9505742427074864,0.5047569571133229,slow
W06000006,Wrexham,2002.453628530057,0.9303024194008316,0.44328867591272747,slow
W06000008,Ceredigion,2002.2279055423762,0.9625501540119771,0.27507129725738305,fast
W06000009,Pembrokeshire,2002.8984033071774,0.9314480542979681,0.5122273441384312,slow
W06000010,Carmarthenshire,2003.4100778386294,0.956009691296699,0.4566138790473104,slow
W06000011,Swansea,2003.3812419148796,0.9515883397740659,0.5253789868167604,slow
W06000012,Neath Port Talbot,2002.5176072170623,0.934970067351231,0.4327999781895101,slow
W06000013,Bridgend,2004.2016870136988,0.9456239134044407,0.5845591112901966,slow
W06000014,Vale of Glamorgan,2004.0369895333613,0.9254191553993532,0.7440469977052162,slow
W06000015,Cardiff,2002.4245831856817,0.9403815504225972,0.4398305725022421,slow
W06000016,Rhondda Cynon Taf,2004.0252918326946,0.9653623154136355,0.4743452379719094,slow
W06000018,Caerphilly,2003.3222844027912,0.9385101745757132,0.5822906518810247,slow
W06000019,Blaenau Gwent,2001.337166884479,0.9263671437835144,0.2931067179093487,fast
W06000020,Torfaen,2002.4195615662588,0.9684986681740394,0.265527235733444,slow
W06000021,Monmouthshire,NA,NA,NA,NA
W06000022,Newport,2001.9614385289385,0.9379090723896637,0.35768662623657616,fast
W06000023,Powys,2002.0566057825276,0.9567173625679721,0.3054344045927876,fast
W06000024,Merthyr Tydfil,2002.910617129093,0.9018256118481442,0.618844233854018,slow
