LAD21CD,LAD21NM,estimate,r2,std.error,fast
E07000043,North Devon,2003.0661686263936,0.9560184521742379,0.4253054392713553,slow
E07000044,South Hams,2001.9554710737207,0.9510177379817927,0.2994102870824318,fast
E07000045,Teignbridge,2003.1454329655103,0.9429549248711926,0.5184308408746481,slow
E07000046,Torridge,2004.0687369768182,0.9618177092819331,0.46259799577644667,slow
E07000047,West Devon,2001.931835625482,0.9376636437303253,0.3280211594196396,fast
E07000061,Eastbourne,2002.3790497748926,0.9367010549467769,0.3707000550329651,slow
E07000062,Hastings,2002.3297202181425,0.9257751160544179,0.4219806655202994,slow
E07000063,Lewes,2003.1731072993266,0.9376534267540781,0.5614616896073036,slow
E07000064,Rother,2003.142714143333,0.9634836562290451,0.40527430170761486,slow
E07000065,Wealden,2003.2153989829899,0.946108546372203,0.5101748210650832,slow
E07000066,Basildon,2002.2163209471425,0.9458766707849358,0.34134550982691503,fast
E07000067,Braintree,2001.875111415025,0.9627599689061414,0.21766018765917436,fast
E07000068,Brentwood,2002.218931273909,0.9299187931256206,0.33965892418627497,fast
E07000069,Castle Point,2004.4190254129035,0.9000388492366269,1.187526266459403,slow
E07000070,Chelmsford,2003.041959285248,0.9335865270649557,0.5898788272554321,slow
E07000071,Colchester,2002.2412134588549,0.9405989809438107,0.382333256935607,fast
E07000072,Epping Forest,NA,NA,NA,NA
E07000073,Harlow,2001.5491073272924,0.9461852518186932,0.26273388761360034,fast
E07000074,Maldon,2002.8179015368828,0.956101752213907,0.4067569319712453,slow
E07000075,Rochford,2001.9469225921127,0.9278342427747481,0.4269533051516344,fast
E07000076,Tendring,2001.794672313203,0.9342260378066474,0.2718827522494586,fast
E07000077,Uttlesford,2002.0267484407013,0.9375353777803015,0.34828082572879765,fast
E07000078,Cheltenham,2002.7605939029918,0.956455539014726,0.4059970475440461,slow
E07000079,Cotswold,2001.6907060890608,0.9424656763987869,0.26385839043085046,fast
E07000080,Forest of Dean,2003.804713487974,0.9179181934097842,0.7935940917453957,slow
E07000081,Gloucester,NA,NA,NA,NA
E07000082,Stroud,2001.8596047178883,0.9322633871595749,0.36961443622552687,fast
E07000083,Tewkesbury,2002.6748062321653,0.9347034420845578,0.4757723120046395,slow
E07000084,Basingstoke and Deane,2001.9847432694223,0.9491818609349243,0.3344740170511521,fast
E07000085,East Hampshire,2002.6742557199416,0.9442039443729656,0.4683112869009532,slow
E07000086,Eastleigh,2004.1685709290061,0.9203827746679368,0.9036605430706822,slow
E07000087,Fareham,2001.518439248557,0.930630559107599,0.33001384432888636,fast
E07000088,Gosport,2003.0465469882313,0.957995726333297,0.3975415566370067,slow
E07000089,Hart,NA,NA,NA,NA
E07000090,Havant,2002.4060508620198,0.9572318471576806,0.3420720756849975,slow
E07000091,New Forest,2002.5136455705572,0.9543713983384012,0.356410135554108,slow
E07000092,Rushmoor,2002.213891486706,0.962256860283337,0.3258420443560049,fast
E07000093,Test Valley,2002.7238419149135,0.9330376866386954,0.5125898597449716,slow
E07000094,Winchester,2002.2482058348453,0.9170521964020034,0.4679879456275224,fast
E07000095,Broxbourne,2004.6989362522886,0.9188148396018928,1.1962609574764502,slow
E07000096,Dacorum,2002.982530110278,0.9338485186347064,0.6087269228750951,slow
E07000098,Hertsmere,2002.1190898671227,0.9627859377133868,0.2852731639606845,fast
E07000099,North Hertfordshire,2001.7890136117364,0.9517609387879076,0.29641964641694857,fast
E07000102,Three Rivers,2002.1128682423976,0.9370760148675497,0.42354766068358235,fast
E07000103,Watford,2001.871955032723,0.970941534362064,0.22672553580394608,fast
E07000105,Ashford,2003.674866076351,0.9540662849998592,0.48645664192918997,slow
E07000106,Canterbury,2002.8922933236292,0.955703382034583,0.4192662907834978,slow
E07000107,Dartford,2003.6971073890365,0.94234968591278645,0.6139436907017783,slow
E07000108,Dover,2001.9096190429234,0.9574241934785725,0.26906525076217785,fast
E07000109,Gravesham,2002.4918726266785,0.9426614637437273,0.4050454677132108,slow
E07000110,Maidstone,2003.149554829717,0.9440532775050335,0.5152098493564897,slow
E07000111,Sevenoaks,2002.4042019279393,0.9482238294774444,0.3895757415789872,slow
E07000112,Folkestone and Hythe,2002.6699462871459,0.9648716059844958,0.3084491879612726,slow
E07000113,Swale,2003.1690622857916,0.9583544153877354,0.4337806237331346,slow
E07000114,Thanet,2003.045760756304,0.9661874617251631,0.3398928041282936,slow
E07000115,Tonbridge and Malling,2002.673660129814,0.9172449611860828,0.5474798400485679,slow
E07000116,Tunbridge Wells,2002.2771963304112,0.9536072902441066,0.36271854018411775,fast
E07000117,Burnley,2001.5972997699278,0.9486701592485325,0.2286461842228114,fast
E07000118,Chorley,2003.8773226947253,0.9374134396055759,0.7060137943889196,slow
E07000119,Fylde,2003.9760096955013,0.9686813982322097,0.43721718759559897,slow
E07000120,Hyndburn,2001.9063187084134,0.9510480233361339,0.29489302133717404,fast
E07000121,Lancaster,2002.3833989338416,0.9639297456169023,0.2959306595923059,slow
E07000122,Pendle,2002.0270133570484,0.9655561897077061,0.19481847215507664,fast
E07000123,Preston,2002.1200898597335,0.9269353858282805,0.3840288373125622,fast
E07000124,Ribble Valley,2005.2290361947166,0.9494938330653891,0.917938155794939,slow
E07000125,Rossendale,2002.761912507694,0.959611578443141,0.36223373725315255,slow
E07000126,South Ribble,2002.3148889283002,0.9204853450064847,0.4836326541710376,slow
E07000127,West Lancashire,2002.5257098726338,0.9363376415899307,0.35843518764890575,slow
E07000128,Wyre,2003.7585228297994,0.9615453994342352,0.4613240363593016,slow
E07000129,Blaby,2002.4485021035073,0.9519749379549225,0.3439726597269285,slow
E07000130,Charnwood,2002.622163490373,0.9580229871983903,0.34478020532296594,slow
E07000131,Harborough,2003.4582267445626,0.9560917117614179,0.5081483685518475,slow
E07000132,Hinckley and Bosworth,2002.4058378156506,0.945270273500131,0.43176268356158687,slow
E07000133,Melton,2002.5693118380104,0.9212910771664763,0.4909480956282564,slow
E07000134,North West Leicestershire,2002.0096565599797,0.9190370915589394,0.3849482941700686,fast
E07000135,Oadby and Wigston,2002.0759736485707,0.9206387480063144,0.4273224467186183,fast
E07000136,Boston,2003.190278347966,0.9061206233296178,0.7150335562010663,slow
E07000137,East Lindsey,2002.9951205049479,0.9539456926521138,0.43941315519052054,slow
E07000138,Lincoln,2002.3521670359155,0.9579310389819854,0.27830186461223977,slow
E07000139,North Kesteven,2003.8120791389508,0.9626909358644079,0.4574639341292959,slow
E07000140,South Holland,2002.5739747798596,0.9420932269164531,0.4002389668739864,slow
E07000141,South Kesteven,2002.5762885644986,0.9510832655757433,0.3630130567532251,slow
E07000142,West Lindsey,2004.2968060761648,0.9217502909260873,0.9025911463730973,slow
E07000143,Breckland,2003.0789571804025,0.9284645150414514,0.5886895038075611,slow
E07000144,Broadland,2003.2800971897868,0.9363267010667321,0.5661905262160392,slow
E07000145,Great Yarmouth,2001.5609728410689,0.9146754566929841,0.3724578312195235,fast
E07000146,King's Lynn and West Norfolk,2001.9973380994927,0.9063572902037276,0.4312820156234221,fast
E07000147,North Norfolk,2003.409979018683,0.9283331673345112,0.6737796785555834,slow
E07000148,Norwich,2002.4046547909443,0.9569363924389773,0.3495501524583062,slow
E07000149,South Norfolk,2003.122298673302,0.9216308717582071,0.6125491885644727,slow
E07000163,Craven,2002.7359295306917,0.9474911896755338,0.43361882192284257,slow
E07000164,Hambleton,2003.3485411602378,0.9346839764389305,0.6671283463866793,slow
E07000165,Harrogate,2003.7843752149424,0.9429665161006745,0.6498387971062921,slow
E07000166,Richmondshire,2002.2732408446207,0.9724391597161341,0.216159116302694,fast
E07000167,Ryedale,2002.3329468429356,0.9493492162904597,0.3730964923271815,slow
E07000168,Scarborough,2003.4581886101362,0.9463946836334147,0.5622426900924492,slow
E07000169,Selby,2004.117562856448,0.9492466122348644,0.6474528547431232,slow
E07000170,Ashfield,2003.4933613973221,0.9508176480010393,0.5242057434924998,slow
E07000171,Bassetlaw,2001.9134909024383,0.9159261716798207,0.46456638321087446,fast
E07000172,Broxtowe,2004.5108968670245,0.9765249181426215,0.4466334693493926,slow
E07000173,Gedling,2004.2352477222314,0.9602181835436658,0.5650147462430979,slow
E07000174,Mansfield,2003.0533079837764,0.9355437906722316,0.549464525120119,slow
E07000175,Newark and Sherwood,2003.7270963113208,0.9394766914742542,0.5914920680383412,slow
E07000176,Rushcliffe,2002.121102867866,0.9410219870114009,0.35490992059406556,fast
E07000177,Cherwell,2001.8426529687022,0.9288965829104409,0.3351356826466817,fast
E07000178,Oxford,2001.519514318441,0.9322962691441068,0.2831119667310345,fast
E07000179,South Oxfordshire,2002.034682476871,0.909440030563323,0.4602393906276644,fast
E07000180,Vale of White Horse,2002.1092762367614,0.9548193954079347,0.3244897347745485,fast
E07000181,West Oxfordshire,2001.780281577093,0.9362498588178412,0.3396329455304545,fast
E07000187,Mendip,2003.084257160025,0.9408788743707337,0.5410238965696014,slow
E07000188,Sedgemoor,2002.9465126189978,0.9453180752006789,0.4740192572522061,slow
E07000189,South Somerset,2002.6853532820062,0.9467693368711921,0.4318036622341395,slow
E07000192,Cannock Chase,2002.6142647030729,0.9167384373227647,0.5571357997042686,slow
E07000193,East Staffordshire,2004.0707097551037,0.9223813962407961,0.8465294682068965,slow
E07000194,Lichfield,2003.76103064484,0.9292844296504903,0.6892102028247213,slow
E07000195,Newcastle-under-Lyme,2002.9266975396063,0.9171523402486254,0.608039527540215,slow
E07000196,South Staffordshire,2005.1833694180411,0.926619777426226,1.1298519574057349,slow
E07000197,Stafford,2003.5783855670975,0.9396695769825893,0.6139251999935779,slow
E07000198,Staffordshire Moorlands,2004.726190455625,0.9456727783697703,0.8168454099787675,slow
E07000199,Tamworth,2003.9633220566393,0.9387469905993301,0.6960525582131442,slow
E07000200,Babergh,2001.5681817026514,0.9409121287038874,0.29274584621688604,fast
E07000202,Ipswich,2002.1869279556122,0.9329440418787607,0.4360092803919654,fast
E07000203,Mid Suffolk,2002.7344887744719,0.9305607588131518,0.5301965728628893,slow
E07000207,Elmbridge,2002.1959664811536,0.9595312499600279,0.27859869451534686,fast
E07000208,Epsom and Ewell,2003.466513531684,0.9284432174836841,0.6860585731570215,slow
E07000209,Guildford,2001.776066144833,0.9436405127256723,0.3162142074171193,fast
E07000210,Mole Valley,2001.8855386819307,0.9434579722581741,0.3337885076033968,fast
E07000211,Reigate and Banstead,2001.9391169459761,0.9459277071906099,0.32384006507588714,fast
E07000212,Runnymede,2001.6745904667105,0.9609261845930803,0.23433522604771176,fast
E07000213,Spelthorne,2001.4333109034867,0.9438952649078403,0.28955908621668724,fast
E07000214,Surrey Heath,2001.6781592601287,0.9662682160240562,0.23840783019291104,fast
E07000215,Tandridge,2001.9382056610427,0.957958929776548,0.24578479253761915,fast
E07000216,Waverley,2001.9962330759286,0.9507966926522574,0.30170392414045105,fast
E07000217,Woking,2001.6948299773255,0.9499909348510397,0.24579688935671665,fast
E07000218,North Warwickshire,2003.9084096955844,0.9473768259515337,0.6572227749659653,slow
E07000219,Nuneaton and Bedworth,2002.7392160281488,0.9517232163464926,0.4179125828649082,slow
E07000220,Rugby,2002.146134018579,0.9467886987123365,0.3353818585181803,fast
E07000221,Stratford-on-Avon,2002.7432390955776,0.9290972781381689,0.517604818923281,slow
E07000222,Warwick,2001.8267896610073,0.9400665854582273,0.32543349894570245,fast
E07000223,Adur,2001.867943990682,0.9192092201777771,0.3892856263479268,fast
E07000224,Arun,2002.1313520269455,0.9504705044675887,0.33665611809494494,fast
E07000225,Chichester,2003.532789265181,0.9499680547603491,0.5521053204348311,slow
E07000226,Crawley,2002.3527403690125,0.958601587389646,0.3331241004979579,slow
E07000227,Horsham,2001.7980746289445,0.9376960984037914,0.34168242542781385,fast
E07000228,Mid Sussex,2002.0718292058748,0.9427940549670569,0.3475004898632454,fast
E07000229,Worthing,2002.1055977946069,0.9411008371214751,0.34523566707446796,fast
E07000234,Bromsgrove,2003.8360727010368,0.9508118638660188,0.5642767073888113,slow
E07000235,Malvern Hills,2002.3222629911045,0.935181860554855,0.44210367791694283,slow
E07000236,Redditch,2002.6787280098417,0.9507857145402768,0.44963562627750103,slow
E07000237,Worcester,2002.1193913083646,0.9474538711267176,0.35316849755103263,fast
E07000238,Wychavon,2002.1233630320544,0.93454264768623,0.3984166809229695,fast
E07000239,Wyre Forest,2001.551894360928,0.9190901503613128,0.40918757340514983,fast
E07000240,St Albans,2001.8154986285124,0.9504688219462544,0.29479558428186226,fast
E07000241,Welwyn Hatfield,2002.1216331179214,0.9292198397515539,0.38108083156161,fast
E07000242,East Hertfordshire,2001.635744083318,0.9549876055668921,0.27157169883565474,fast
E07000243,Stevenage,2002.3912798286976,0.9563291934339672,0.35957193201475407,slow
E07000244,East Suffolk,2003.0911299109182,0.9340256819671277,0.5883241667496668,slow
E07000245,West Suffolk,2002.177900105826,0.9323182645561676,0.42404277589177947,fast
