gini(a$n),year
0.5246770094249709,1996
0.541439826157084,1997
0.5027462077218174,1998
0.4671014454346222,1999
0.4255941029256739,2000
0.3774169178236375,2001
0.37594124617523705,2002
0.3713540798504651,2003
0.36902806757974327,2004
0.36710484398495735,2005
0.3769658996295,2006
0.3595923268720138,2007
0.3519758194014302,2008
0.35911767451510157,2009
0.3531084190865462,2010
0.35456362207689285,2011
0.3527101008502972,2012
