gini(a$n),year
0.1737014734404989,1996
0.17881869327123256,1997
0.2439488886259259,1998
0.27853604530449605,1999
0.3189020199862712,2000
0.4563837930291429,2001
0.49604227960459046,2002
0.5202365742731005,2003
0.5539839085706689,2004
0.5411509443526114,2005
0.522829305242535,2006
0.526847251313796,2007
0.5494755579443029,2008
0.5431512276830538,2009
0.5521306651233926,2010
0.5595587092654309,2011
0.5655759872930517,2012
