morani,p,year
0.22068404213542206,0,2012
0.2272408566857429,0,2011
0.3205834034389867,0,2010
0.31939873106355127,0,2009
0.3158141263720064,0,2008
0.3120548611564707,0,2007
0.29484495587596815,0,2006
0.2945909575308061,0,2005
0.29713100177070734,0,2004
0.29614644924899364,0,2003
0.2970701162924532,0,2002
0.28956273176107056,0,2001
0.25668941799275774,0,2000
0.22954949631236016,0,1999
0.2148288785580142,0,1998
0.1412753678150603,0,1997
0.0922471181943395,0,1996
