morani,p,year
0.369546673438456,0,2012
0.37436269404215455,0,2011
0.36992929930752627,0,2010
0.3680458831776745,0,2009
0.35946592746496786,0,2008
0.3420238514276373,0,2007
0.3431234252400297,0,2006
0.34316529508841737,0,2005
0.3482860510605581,0,2004
0.3355937036186958,0,2003
0.32829479061481776,0,2002
0.3297251039609751,0,2001
0.3315240377415773,0,2000
0.27492169760620855,0,1999
0.2568089302329047,0,1998
0.22475177036492888,0,1997
0.11274467393672627,0,1996
