gini(a$n),year
0.9948915876524672,1996
0.9892808158291493,1997
0.9707309899984137,1998
0.9544243397445897,1999
0.9298350785230611,2000
0.8444930318658366,2001
0.8210724725850204,2002
0.7965694642992076,2003
0.7646403189461218,2004
0.7619062833427306,2005
0.7840603419160079,2006
0.7618478336755644,2007
0.7378909450603908,2008
0.7512819892981732,2009
0.7308386530440099,2010
0.7287287080158346,2011
0.7266439161457021,2012
