gini(a$n),year
0.6460360708483825,1996
0.5987598478874485,1997
0.5042266732570941,1998
0.46577307713120264,1999
0.42421230506631313,2000
0.37592750753579784,2001
0.3744074467695525,2002
0.36979570993659316,2003
0.35651851227187803,2004
0.3539534078297152,2005
0.36114604647867665,2006
0.3585643022148177,2007
0.3507869281540942,2008
0.3583984774720318,2009
0.3523552579100927,2010
0.35456362207689285,2011
0.3527101008502972,2012
