gini(a$n),year
0.9950442359060778,1996
0.9830121929022319,1997
0.9694597235761586,1998
0.954922070243021,1999
0.9395326220307683,2000
0.8774929215115713,2001
0.8597626954678581,2002
0.8406596554775163,2003
0.8253497275480415,2004
0.8251416288562426,2005
0.8382204103647191,2006
0.8217251109953868,2007
0.8027864850085398,2008
0.8121244980154037,2009
0.802290036258486,2010
0.7992971317672334,2011
0.7980036794853064,2012
