gini(a$n),year
0.6454157259811635,1996
0.5835877893163193,1997
0.5384069493111078,1998
0.48670286790174844,1999
0.47683698125094354,2000
0.43286301112643677,2001
0.4270329584562761,2002
0.4239120248695829,2003
0.42496059733918556,2004
0.41452257365688916,2005
0.4228576748279047,2006
0.42051095753281054,2007
0.41187015334046195,2008
0.4163419937212268,2009
0.4121924688534455,2010
0.4151128543571603,2011
0.41525887112337534,2012
