morani,p,year
0.22068404213542206,0,2012
0.2272408566857429,0,2011
0.23620895514374804,0,2010
0.23855435581828607,0,2009
0.245532053038102,0,2008
0.2517726132351098,0,2007
0.01817226981216482,6.632303027315462e-303,2006
0.04549130402329394,0,2005
0.05175256482098223,0,2004
0.0785384244787654,0,2003
0.07736694462603061,0,2002
0.18425963309495808,0,2001
0.23907016790847882,0,2000
0.2150113482284132,0,1999
0.18579671898979083,0,1998
0.12916215057636765,0,1997
0.050460431607326994,0,1996
